SAMPLEID,PROJECTCOD,SAMPLETYPE,X,Y,Z,ZONE,AnomalyID,StmNo,As_40PNB_p,Co_40PNB_p,Cu_40PNB_p,Cu_40U6D_p,Ni_40PNB_p,Pb_40PNB_p,Sn_40ZZZ_p,Zn_40PNB_p,DLAT_2020,DLONG_2020
PM402217,KIMBERLEY,STMSD,363729,7921393,0,AMG84-52,,0,-9999,-9999,10,80,-10,50,-9999,-10,-18.79,127.7
PM402219,KIMBERLEY,STMSD,363595,7921610,0,AMG84-52,,0,-9999,-9999,10,80,-10,50,-9999,-10,-18.79,127.7
PM402221,KIMBERLEY,STMSD,363012,7921528,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.79,127.7
PM402223,KIMBERLEY,STMSD,362289,7921151,0,AMG84-52,,0,-9999,-9999,10,80,-10,50,-9999,-10,-18.79,127.69
PM402225,KIMBERLEY,STMSD,361140,7920679,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.79,127.68
PM402227,KIMBERLEY,STMSD,363306,7919913,0,AMG84-52,,0,-9999,-9999,10,80,-10,100,-9999,-10,-18.8,127.7
PM402229,KIMBERLEY,STMSD,363242,7920118,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.8,127.7
PM402231,KIMBERLEY,STMSD,363478,7920228,0,AMG84-52,,0,-9999,-9999,10,80,-10,150,-9999,-10,-18.8,127.7
PM402233,KIMBERLEY,STMSD,363639,7920762,0,AMG84-52,,0,-9999,-9999,10,80,-10,50,-9999,-10,-18.79,127.7
PM402235,KIMBERLEY,STMSD,365383,7916235,0,AMG84-52,,0,-9999,-9999,10,0,6,-10,-9999,-10,-18.83,127.72
PM402237,KIMBERLEY,STMSD,364868,7916934,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.83,127.71
PM402239,KIMBERLEY,STMSD,365103,7917805,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.82,127.72
PM402241,KIMBERLEY,STMSD,365538,7918587,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.81,127.72
PM402243,KIMBERLEY,STMSD,365332,7919294,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.81,127.72
PM402245,KIMBERLEY,STMSD,365027,7920043,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.8,127.72
PM402247,KIMBERLEY,STMSD,365840,7915831,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.84,127.72
PM402249,KIMBERLEY,STMSD,366092,7915571,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.84,127.73
PM402251,KIMBERLEY,STMSD,366414,7915539,0,AMG84-52,,0,-9999,-9999,10,80,-10,50,-9999,-10,-18.84,127.73
PM402253,KIMBERLEY,STMSD,366434,7916395,0,AMG84-52,,0,-9999,-9999,10,60,-10,125,-9999,-10,-18.83,127.73
PM402255,KIMBERLEY,STMSD,367299,7915823,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.84,127.74
PM402257,KIMBERLEY,STMSD,366640,7915255,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.84,127.73
PM402259,KIMBERLEY,STMSD,366298,7914665,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.85,127.73
PM402261,KIMBERLEY,STMSD,366181,7913916,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.73
PM402263,KIMBERLEY,STMSD,365946,7913218,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.72
PM402265,KIMBERLEY,STMSD,365601,7912494,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.87,127.72
PM402267,KIMBERLEY,STMSD,365363,7912524,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.87,127.72
PM402269,KIMBERLEY,STMSD,365079,7912879,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.87,127.72
PM402271,KIMBERLEY,STMSD,364722,7913321,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.71
PM402273,KIMBERLEY,STMSD,364586,7913244,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.71
PM402275,KIMBERLEY,STMSD,365247,7911630,0,AMG84-52,,0,-9999,-9999,10,60,-10,75,-9999,-10,-18.88,127.72
PM402277,KIMBERLEY,STMSD,365019,7911028,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.88,127.71
PM402279,KIMBERLEY,STMSD,364466,7910537,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.89,127.71
PM402281,KIMBERLEY,STMSD,363609,7910367,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.89,127.7
PM402283,KIMBERLEY,STMSD,363137,7910986,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.88,127.7
PM402285,KIMBERLEY,STMSD,363208,7910242,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.89,127.7
PM402287,KIMBERLEY,STMSD,362621,7910808,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.88,127.69
PM402289,KIMBERLEY,STMSD,361909,7911113,0,AMG84-52,,0,-9999,-9999,10,0,19,75,-9999,-10,-18.88,127.69
PM402291,KIMBERLEY,STMSD,361020,7911541,0,AMG84-52,,0,-9999,-9999,10,0,13,75,-9999,-10,-18.88,127.68
PM402293,KIMBERLEY,STMSD,360164,7911232,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.88,127.67
PM402295,KIMBERLEY,STMSD,352653,7922873,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.77,127.6
PM402297,KIMBERLEY,STMSD,352428,7922736,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.78,127.6
PM402299,KIMBERLEY,STMSD,351542,7922665,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.78,127.59
PM402301,KIMBERLEY,STMSD,350868,7922806,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.77,127.58
PM402303,KIMBERLEY,STMSD,352277,7923435,0,AMG84-52,,0,-9999,-9999,10,0,-10,175,-9999,-10,-18.77,127.59
PM402305,KIMBERLEY,STMSD,354962,7925994,0,AMG84-52,,0,-9999,-9999,10,0,-10,150,-9999,-10,-18.75,127.62
PM402307,KIMBERLEY,STMSD,354903,7925307,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.75,127.62
PM402309,KIMBERLEY,STMSD,354811,7924650,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.76,127.62
PM402311,KIMBERLEY,STMSD,354929,7924574,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.76,127.62
PM402313,KIMBERLEY,STMSD,355753,7924452,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.76,127.63
PM402315,KIMBERLEY,STMSD,356480,7924201,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.76,127.63
PM402317,KIMBERLEY,STMSD,357041,7924210,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.76,127.64
PM402319,KIMBERLEY,STMSD,357261,7923481,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.77,127.64
PM402321,KIMBERLEY,STMSD,357337,7922833,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.77,127.64
PM402323,KIMBERLEY,STMSD,357711,7922067,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.78,127.65
PM402325,KIMBERLEY,STMSD,357782,7921364,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.79,127.65
PM402327,KIMBERLEY,STMSD,354638,7923925,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.76,127.62
PM402329,KIMBERLEY,STMSD,354268,7923311,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.77,127.61
PM402331,KIMBERLEY,STMSD,353674,7922654,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.78,127.61
PM402333,KIMBERLEY,STMSD,353537,7922491,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.78,127.61
PM402335,KIMBERLEY,STMSD,353349,7922508,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.78,127.6
PM402337,KIMBERLEY,STMSD,353573,7921749,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.78,127.61
PM402339,KIMBERLEY,STMSD,353986,7921003,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.79,127.61
PM402341,KIMBERLEY,STMSD,354221,7920696,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.79,127.61
PM402343,KIMBERLEY,STMSD,353163,7919920,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.8,127.6
PM402345,KIMBERLEY,STMSD,352555,7919726,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.8,127.6
PM402347,KIMBERLEY,STMSD,354584,7920314,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.8,127.62
PM402349,KIMBERLEY,STMSD,355411,7922159,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.78,127.62
PM402351,KIMBERLEY,STMSD,355294,7921119,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.79,127.62
PM402353,KIMBERLEY,STMSD,355406,7920122,0,AMG84-52,,0,-9999,-9999,10,0,6,100,-9999,-10,-18.8,127.62
PM402355,KIMBERLEY,STMSD,355241,7920039,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.8,127.62
PM402357,KIMBERLEY,STMSD,355643,7919542,0,AMG84-52,,0,-9999,-9999,10,0,-10,25,-9999,-10,-18.8,127.63
PM402359,KIMBERLEY,STMSD,356251,7918869,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.81,127.63
PM402361,KIMBERLEY,STMSD,356850,7918295,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.82,127.64
PM402363,KIMBERLEY,STMSD,357148,7918342,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.82,127.64
PM402365,KIMBERLEY,STMSD,358036,7918622,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.81,127.65
PM402367,KIMBERLEY,STMSD,359108,7918936,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.81,127.66
PM402369,KIMBERLEY,STMSD,359983,7919385,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.81,127.67
PM402371,KIMBERLEY,STMSD,359324,7917459,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.82,127.66
PM402373,KIMBERLEY,STMSD,358676,7916883,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.83,127.65
PM402375,KIMBERLEY,STMSD,357612,7917287,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.82,127.64
PM402377,KIMBERLEY,STMSD,358170,7916554,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.83,127.65
PM402379,KIMBERLEY,STMSD,357996,7916526,0,AMG84-52,,0,-9999,-9999,10,0,-10,75,-9999,-10,-18.83,127.65
PM402381,KIMBERLEY,STMSD,358121,7915832,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.84,127.65
PM402383,KIMBERLEY,STMSD,358430,7915117,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.84,127.65
PM402385,KIMBERLEY,STMSD,358832,7914595,0,AMG84-52,,0,-9999,-9999,10,0,-10,200,-9999,-10,-18.85,127.66
PM402387,KIMBERLEY,STMSD,359331,7914008,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.85,127.66
PM402389,KIMBERLEY,STMSD,359107,7913945,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.66
PM402391,KIMBERLEY,STMSD,359359,7914665,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.85,127.66
PM402393,KIMBERLEY,STMSD,359641,7915339,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.84,127.66
PM402395,KIMBERLEY,STMSD,360476,7915381,0,AMG84-52,,0,-9999,-9999,10,0,-10,175,-9999,-10,-18.84,127.67
PM402397,KIMBERLEY,STMSD,359308,7913311,0,AMG84-52,,0,-9999,-9999,10,0,-10,25,-9999,-10,-18.86,127.66
PM402399,KIMBERLEY,STMSD,358474,7913373,0,AMG84-52,,0,-9999,-9999,10,0,-10,125,-9999,-10,-18.86,127.65
PM402401,KIMBERLEY,STMSD,357550,7913382,0,AMG84-52,,0,-9999,-9999,10,0,-10,100,-9999,-10,-18.86,127.64
PM402403,KIMBERLEY,STMSD,356761,7913445,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.86,127.64
PM402405,KIMBERLEY,STMSD,356396,7913319,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.63
PM402407,KIMBERLEY,STMSD,356513,7913532,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.86,127.63
PM402409,KIMBERLEY,STMSD,359578,7913039,0,AMG84-52,,0,-9999,-9999,10,0,-10,50,-9999,-10,-18.86,127.66
PM402411,KIMBERLEY,STMSD,360348,7912225,0,AMG84-52,,0,-9999,-9999,10,0,-10,150,-9999,-10,-18.87,127.67
PM403786,KIMBERLEY,STMSD,297702,7906729,0,AMG84-52,,0,-9999,-9999,20,-0.5,6,-10,-9999,-10,-18.92,127.08
PM403787,KIMBERLEY,STMSD,296964,7906592,0,AMG84-52,,0,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.92,127.07
PM403788,KIMBERLEY,STMSD,296541,7906310,0,AMG84-52,,0,-9999,-9999,-5,-0.5,-10,-10,-9999,-10,-18.92,127.06
PM403789,KIMBERLEY,STMSD,297262,7906094,0,AMG84-52,,0,-9999,-9999,30,-0.5,-10,-10,-9999,-10,-18.92,127.07
PM403790,KIMBERLEY,STMSD,296973,7905755,0,AMG84-52,,0,-9999,-9999,30,-0.5,-10,-10,-9999,-10,-18.92,127.07
PM403791,KIMBERLEY,STMSD,296114,7906043,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.92,127.06
PM403792,KIMBERLEY,STMSD,296112,7906217,0,AMG84-52,,0,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.92,127.06
PM403793,KIMBERLEY,STMSD,295129,7905750,0,AMG84-52,,0,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.92,127.05
PM403794,KIMBERLEY,STMSD,294966,7905817,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.92,127.05
PM403795,KIMBERLEY,STMSD,294845,7906208,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.92,127.05
PM403796,KIMBERLEY,STMSD,295010,7906793,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.91,127.05
PM403797,KIMBERLEY,STMSD,294792,7905282,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.93,127.05
PM403798,KIMBERLEY,STMSD,294899,7905181,0,AMG84-52,,0,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.93,127.05
PM403799,KIMBERLEY,STMSD,295067,7905118,0,AMG84-52,,0,-9999,-9999,20,-0.5,-10,-10,-9999,-10,-18.93,127.05
PM403800,KIMBERLEY,STMSD,295066,7904321,0,AMG84-52,,0,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.94,127.05
PM403801,KIMBERLEY,STMSD,295262,7903894,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.94,127.05
PM403802,KIMBERLEY,STMSD,296063,7904230,0,AMG84-52,,0,-9999,-9999,20,-0.5,-10,-10,-9999,-10,-18.94,127.06
PM403803,KIMBERLEY,STMSD,295922,7904382,0,AMG84-52,,0,-9999,-9999,20,-0.5,6,-10,-9999,-10,-18.94,127.06
PM403804,KIMBERLEY,STMSD,296656,7904788,0,AMG84-52,,0,-9999,-9999,20,-0.5,-10,-10,-9999,-10,-18.93,127.07
PM403805,KIMBERLEY,STMSD,294770,7903673,0,AMG84-52,,0,-9999,-9999,10,-0.5,13,-10,5,-10,-18.94,127.05
PM403806,KIMBERLEY,STMSD,295170,7903537,0,AMG84-52,,0,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-18.94,127.05
PM403807,KIMBERLEY,STMSD,294893,7903307,0,AMG84-52,,0,-9999,-9999,10,-0.5,6,-10,-9999,-10,-18.95,127.05
PM403808,KIMBERLEY,STMSD,295647,7901461,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.06
PM403809,KIMBERLEY,STMSD,294492,7902123,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.04
PM403810,KIMBERLEY,STMSD,294467,7901889,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.04
PM403811,KIMBERLEY,STMSD,294841,7902979,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.05
PM403812,KIMBERLEY,STMSD,294907,7902799,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.05
PM403813,KIMBERLEY,STMSD,294097,7902757,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.04
PM403814,KIMBERLEY,STMSD,293658,7902411,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.04
PM403815,KIMBERLEY,STMSD,293682,7902112,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.04
PM403816,KIMBERLEY,STMSD,292441,7902461,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.03
PM403817,KIMBERLEY,STMSD,292588,7902334,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.03
PM403818,KIMBERLEY,STMSD,292161,7903153,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.95,127.02
PM403819,KIMBERLEY,STMSD,291128,7903688,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.94,127.01
PM403820,KIMBERLEY,STMSD,290775,7903953,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.94,127.01
PM403821,KIMBERLEY,STMSD,290636,7903686,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.94,127.01
PM403822,KIMBERLEY,STMSD,292281,7903709,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.94,127.02
PM403823,KIMBERLEY,STMSD,292483,7903596,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.94,127.03
PM403824,KIMBERLEY,STMSD,291890,7904787,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.93,127.02
PM403825,KIMBERLEY,STMSD,293088,7905320,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.93,127.03
PM403826,KIMBERLEY,STMSD,292141,7901579,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.02
PM403827,KIMBERLEY,STMSD,292016,7900794,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.97,127.02
PM403828,KIMBERLEY,STMSD,291731,7900455,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.97,127.02
PM403829,KIMBERLEY,STMSD,291516,7900368,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.97,127.02
PM403830,KIMBERLEY,STMSD,290908,7901340,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.01
PM403831,KIMBERLEY,STMSD,290747,7901228,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.96,127.01
PM403833,KIMBERLEY,STMSD,290099,7899345,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.98,127
PM403834,KIMBERLEY,STMSD,289873,7899210,0,AMG84-52,,0,-9999,-9999,0,0,0,0,-9999,0,-18.98,127
PM403917,KIMBERLEY,STMSD,314073,7907018,0,AMG84-52,SE209178,0,-9999,-9999,-5,0,-10,-10,5,-10,-18.91,127.23
PM403919,KIMBERLEY,STMSD,313001,7906841,0,AMG84-52,SE209178,3,-9999,-9999,-5,0,-10,-10,5,-10,-18.92,127.22
PM403921,KIMBERLEY,STMSD,313000,7906567,0,AMG84-52,,3,-9999,-9999,10,0,-10,-10,-1,-10,-18.92,127.22
PM403923,KIMBERLEY,STMSD,312860,7907018,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,1,-10,-18.91,127.22
PM403925,KIMBERLEY,STMSD,313629,7906721,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-1,-10,-18.92,127.23
PM403927,KIMBERLEY,STMSD,313727,7906391,0,AMG84-52,,3,-9999,-9999,10,0,-10,-10,-1,-10,-18.92,127.23
PM403929,KIMBERLEY,STMSD,313445,7906186,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.92,127.22
PM403931,KIMBERLEY,STMSD,313667,7905589,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.93,127.23
PM403933,KIMBERLEY,STMSD,313889,7904973,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.93,127.23
PM403935,KIMBERLEY,STMSD,314193,7904759,0,AMG84-52,,1,-9999,-9999,0,-0.5,-10,-10,1,-10,-18.93,127.23
PM403937,KIMBERLEY,STMSD,314518,7905381,0,AMG84-52,SE209181,1,-9999,-9999,10,-0.5,-10,-10,2,-10,-18.93,127.23
PM403939,KIMBERLEY,STMSD,314562,7905864,0,AMG84-52,SE209181,1,-9999,-9999,10,-0.5,-10,-10,5,-10,-18.92,127.24
PM403941,KIMBERLEY,STMSD,314383,7906136,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.92,127.23
PM403943,KIMBERLEY,STMSD,314638,7906191,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.92,127.24
PM403945,KIMBERLEY,STMSD,315491,7906376,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.92,127.24
PM403947,KIMBERLEY,STMSD,316188,7906410,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.92,127.25
PM403949,KIMBERLEY,STMSD,316135,7906266,0,AMG84-52,,1,-9999,-9999,15,0,6,-10,-1,-10,-18.92,127.25
PM403951,KIMBERLEY,STMSD,316473,7902095,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.96,127.25
PM403952,KIMBERLEY,STMSD,315683,7902463,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.96,127.25
PM403953,KIMBERLEY,STMSD,315348,7903057,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.95,127.24
PM403954,KIMBERLEY,STMSD,315592,7903119,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.95,127.24
PM403955,KIMBERLEY,STMSD,315636,7903566,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.95,127.25
PM403956,KIMBERLEY,STMSD,316311,7903721,0,AMG84-52,,1,-9999,-9999,15,0,13,-10,-1,-10,-18.94,127.25
PM403957,KIMBERLEY,STMSD,316573,7903947,0,AMG84-52,,1,-9999,-9999,15,0,6,-10,-1,-10,-18.94,127.25
PM403958,KIMBERLEY,STMSD,316596,7903790,0,AMG84-52,,1,-9999,-9999,15,0,6,-10,-1,-10,-18.94,127.25
PM403959,KIMBERLEY,STMSD,315624,7903802,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.94,127.25
PM403960,KIMBERLEY,STMSD,315633,7904256,0,AMG84-52,,2,-9999,-9999,-5,0,-10,-10,-1,-10,-18.94,127.25
PM403961,KIMBERLEY,STMSD,315268,7904053,0,AMG84-52,,1,-9999,-9999,-5,0,-10,-10,-1,-10,-18.94,127.24
PM403962,KIMBERLEY,STMSD,315393,7903854,0,AMG84-52,,1,-9999,-9999,-5,0,-10,-10,-1,-10,-18.94,127.24
PM403963,KIMBERLEY,STMSD,315640,7904545,0,AMG84-52,,2,-9999,-9999,-5,0,-10,-10,-1,-10,-18.94,127.25
PM403964,KIMBERLEY,STMSD,315590,7905344,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-1,-10,-18.93,127.25
PM403965,KIMBERLEY,STMSD,315786,7905429,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.93,127.25
PM403966,KIMBERLEY,STMSD,315242,7905689,0,AMG84-52,,2,-9999,-9999,30,0,6,-10,-1,-10,-18.93,127.24
PM403967,KIMBERLEY,STMSD,316724,7905765,0,AMG84-52,SE209185,3,-9999,-9999,40,0,13,-10,-1,-10,-18.93,127.26
PM403968,KIMBERLEY,STMSD,316967,7905418,0,AMG84-52,SE209185,1,-9999,-9999,40,0,6,-10,-1,-10,-18.93,127.26
PM403969,KIMBERLEY,STMSD,317241,7905407,0,AMG84-52,SE209185,1,-9999,-9999,40,0,13,-10,-1,-10,-18.93,127.26
PM403970,KIMBERLEY,STMSD,317608,7905176,0,AMG84-52,SE209185,1,-9999,-9999,40,0,6,-10,-1,-10,-18.93,127.26
PM403971,KIMBERLEY,STMSD,317847,7905373,0,AMG84-52,SE209185,1,-9999,-9999,40,0,19,-10,-1,-10,-18.93,127.27
PM403972,KIMBERLEY,STMSD,317246,7905742,0,AMG84-52,,0,-9999,-9999,30,0,6,-10,-1,-10,-18.93,127.26
PM403973,KIMBERLEY,STMSD,317567,7905758,0,AMG84-52,SE209185,2,-9999,-9999,40,0,13,-10,-1,-10,-18.93,127.26
PM403974,KIMBERLEY,STMSD,318285,7905551,0,AMG84-52,SE209185,1,-9999,-9999,40,0,6,-10,-1,-10,-18.93,127.27
PM403975,KIMBERLEY,STMSD,318314,7906209,0,AMG84-52,,2,-9999,-9999,30,0,6,-10,-1,-10,-18.92,127.27
PM403976,KIMBERLEY,STMSD,318445,7906019,0,AMG84-52,SE209185,1,-9999,-9999,40,0,13,-10,-1,-10,-18.92,127.27
PM403977,KIMBERLEY,STMSD,318943,7906277,0,AMG84-52,,1,-9999,-9999,30,0,6,-10,-1,-10,-18.92,127.28
PM403978,KIMBERLEY,STMSD,319541,7906203,0,AMG84-52,,1,-9999,-9999,30,0,6,-10,-1,-10,-18.92,127.28
PM403979,KIMBERLEY,STMSD,319075,7906513,0,AMG84-52,,2,-9999,-9999,30,0,6,-10,-1,-10,-18.92,127.28
PM403980,KIMBERLEY,STMSD,319878,7906764,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.92,127.29
